"fips","state_name","county_name","estimates_base_2010","pop_est_2019","internal_point_lat","internal_point_lon","land_area","population_density_2010","population_density_2019","raw_change","percent_growth"
"02195","Alaska","Petersburg Borough",3207,3266,"57.1124581","-133.0085979","7512659027","0.000032398808617431721600","0.000032994857793742439300",59,"1.83972560024945431900"
"02198","Alaska","Prince of Wales-Hyder Census Area",6168,6203,"55.6827733","-133.1623885","13633096724","0.000021829372157417968700","0.000021953241811359218500",35,"0.56744487678339818400"
"02220","Alaska","Sitka City and Borough",8881,8493,"57.1932044","-135.3673965","7433305220","0.000071212282303020618000","0.000068101105010646786300",-388,"-4.36887737867357279600"
"02230","Alaska","Skagway Municipality",968,1183,"59.5603794","-135.3382787","1123881121","0.000083979282730846713800","0.000102631706064660808300",215,"22.21074380165289256200"
"02240","Alaska","Southeast Fairbanks Census Area",7029,6893,"63.8649972","-143.2186282","64290716362","0.000010806754844113814200","0.000010597661280477524800",-136,"-1.93484137146108977100"
"02261","Alaska","Valdez-Cordova Census Area",9636,9202,"61.3498431","-145.0231093","88634209842","0.000009230692955039418600","0.000008814947755528510800",-434,"-4.50394354503943545000"
"02275","Alaska","Wrangell City and Borough",2365,2502,"56.3174160","-132.3439780","6619997018","0.000026265018100659386900","0.000027786501178794835600",137,"5.79281183932346723000"
"02282","Alaska","Yakutat City and Borough",662,579,"60.0174528","-140.4169420","19744199352","0.000002789679056186369300","0.000002439915669987776200",-83,"-12.53776435045317220500"
"02290","Alaska","Yukon-Koyukuk Census Area",5588,5230,"65.3757271","-151.5778496","377038836685","0.000001459068341959477500","0.000001365591880538308400",-358,"-6.40658554044380816000"
"04001","Arizona","Apache County",71517,71887,"35.3850840","-109.4901722","29002035366","0.000246133452538286751900","0.000247406847359646234200",370,"0.51735950892794720100"
"04003","Arizona","Cochise County",131359,125922,"31.8401287","-109.7751627","16083174724","0.000815851707702092861000","0.000782083288828804552700",-5437,"-4.13903881728697691100"
"04005","Arizona","Coconino County",134426,143476,"35.8296919","-111.7737277","48217246133","0.000278119627118362618000","0.000296843554226371349200",9050,"6.73232856739023700800"
"04007","Arizona","Gila County",53592,54018,"33.7896177","-110.8118696","12323152721","0.000431488334848613250100","0.000434918213014113870400",426,"0.79489476041200179100"
"04009","Arizona","Graham County",37212,38837,"32.9318277","-109.8783103","11970605964","0.000309633428146319719100","0.000323154720222471754600",1625,"4.36687090185961517800"
"04011","Arizona","Greenlee County",8444,9498,"33.2388723","-109.2423231","4771123868","0.000176472758505510040500","0.000198500504534028228800",1054,"12.48223590715300805300"
"04012","Arizona","La Paz County",20489,21108,"33.7276104","-114.0388060","11645512187","0.000175388529980327191000","0.000180687251248218378100",619,"3.02113329103421348000"
"04013","Arizona","Maricopa County",3817365,4485414,"33.3451756","-112.4989297","23829622328","0.01597693793420402900","0.01877294444917104600",668049,"17.50026523531284014000"
"04015","Arizona","Mohave County",200182,212181,"35.7177050","-113.7496891","34529358909","0.000574199326990044983200","0.000608617095443520069700",11999,"5.99404541866901120000"
"04017","Arizona","Navajo County",107488,110924,"35.3907852","-110.3210248","25770517979","0.000416706665539118886700","0.000430027260422198044300",3436,"3.19663590354272104800"
"04019","Arizona","Pima County",980263,1047279,"32.1280427","-111.7836574","23798597214","0.004118110214807810542100","0.004399646163992427559500",67016,"6.83653264481062735200"
"04021","Arizona","Pinal County",375764,462789,"32.9185209","-111.3663396","13897997152","0.002699387794517359255900","0.003324552054046939495800",87025,"23.15948307980540977800"
"04023","Arizona","Santa Cruz County",47420,46498,"31.5257330","-110.8452278","3201833002","0.001479599431097575772400","0.001450831175604704307600",-922,"-1.94432728806410797100"
"04025","Arizona","Yavapai County",211017,235099,"34.6310710","-112.5772247","21038727465","0.001002445149594322649300","0.001116847705277184589500",24082,"11.41235066369060312700"
"04027","Arizona","Yuma County",195750,213787,"32.7739424","-113.9109050","14280777606","0.001369453200964907029000","0.001495638781479870135500",18037,"9.21430395913154533800"
"05001","Arkansas","Arkansas County",19007,17486,"34.2895697","-91.3765466","2561013146","0.000709907231816417414700","0.000653098219368752297200",-1521,"-8.00231493660230441400"
"05003","Arkansas","Ashley County",21845,19657,"33.1908354","-91.7722672","2396668938","0.000896771698814921516200","0.000806950848414049541900",-2188,"-10.01602197299153124300"
"05005","Arkansas","Baxter County",41511,41932,"36.2802684","-92.3299488","1435504137","0.002731569354661400006700","0.002759272630860779674800",421,"1.01418901014189010100"
"05007","Arkansas","Benton County",221348,279141,"36.3378189","-94.2562984","2196053836","0.009664681350712336546700","0.01218808761280514100",57793,"26.10956502882339122100"
"05009","Arkansas","Boone County",36920,37432,"36.3042991","-93.0792364","1528080514","0.002367922395645764245800","0.002400760322692639416300",512,"1.38678223185265438800"
"05011","Arkansas","Bradley County",11505,10763,"33.4665491","-92.1691559","1681512201","0.000680347575898613146000","0.000636469444536877296000",-742,"-6.44936983920034767500"
"05013","Arkansas","Calhoun County",5368,5189,"33.5604604","-92.5138790","1627975429","0.000327736420914058892700","0.000316807803301611697900",-179,"-3.33457526080476900100"
"05015","Arkansas","Carroll County",27449,28380,"36.3373704","-93.5409718","1631823636","0.001659330696882198685900","0.001715610957685773569400",931,"3.39174469015264672700"
"05017","Arkansas","Chicot County",11800,10118,"33.2671393","-91.2971578","1669835058","0.000659535231815670607300","0.000565523514873809763100",-1682,"-14.25423728813559322000"
"05019","Arkansas","Clark County",22991,22320,"34.0533162","-93.1762085","2243130283","0.001005502714742745093500","0.000976156782787093666500",-671,"-2.91853333913270410200"
"05021","Arkansas","Clay County",16083,14551,"36.3673021","-90.4187041","1656214474","0.000968090159245973590100","0.000875873898351561382100",-1532,"-9.52558602250823851300"
"05023","Arkansas","Cleburne County",25964,24919,"35.5663146","-92.0599504","1434077953","0.001693707149678790043800","0.001625538763782382109900",-1045,"-4.02480357417963333800"
"05025","Arkansas","Cleveland County",8692,7956,"33.8932006","-92.1887141","1548239710","0.000560506630826330202100","0.000513045415882913378800",-736,"-8.46755637367694431700"
"05027","Arkansas","Columbia County",24552,23457,"33.2230377","-93.2328433","1983887989","0.001236329259752297082100","0.001181189941593745220500",-1095,"-4.45992179863147605100"
"05029","Arkansas","Conway County",21267,20846,"35.2657020","-92.6892479","1430388148","0.001448985231124519174400","0.001420301223868986068000",-421,"-1.97959279635115437100"
"05031","Arkansas","Craighead County",96443,110332,"35.8277285","-90.6314213","1831907088","0.005224610783737182507000","0.005977020177631251831300",13889,"14.40125255332165113100"
"05033","Arkansas","Crawford County",61935,63257,"35.5830114","-94.2362187","1537849721","0.003954380946151343404500","0.004038787043040211992300",1322,"2.13449584241543553700"
"05035","Arkansas","Crittenden County",50907,47955,"35.2118788","-90.3153317","1580882918","0.003088423330859981902300","0.002909331542447805451600",-2952,"-5.79880959396546643900"
"05037","Arkansas","Cross County",17878,16419,"35.2856921","-90.7639835","1596421810","0.001109217643600013822100","0.001018695854696757296400",-1459,"-8.16086810605213111100"
"05039","Arkansas","Dallas County",8124,7009,"33.9678233","-92.6539989","1728522507","0.000469490471740286955700","0.000405054002514484400900",-1115,"-13.72476612506154603600"
"05041","Arkansas","Desha County",13002,11361,"33.8287519","-91.2441034","1989461618","0.000612565926394894285100","0.000535253152574403474400",-1641,"-12.62113520996769727700"
"05043","Arkansas","Drew County",18517,18219,"33.5872418","-91.7227781","2145488990","0.000855524589865279401200","0.000841756359170250332700",-298,"-1.60933196522114813400"
"05045","Arkansas","Faulkner County",113238,126007,"35.1465478","-92.3369277","1678199700","0.006583733397600481565200","0.007326131636300922663700",12769,"11.27625002207739451400"
"05047","Arkansas","Franklin County",18137,17715,"35.5085579","-93.8876647","1576909749","0.001130129285188840444300","0.001103834167013304762100",-422,"-2.32673540276782268300"
"05049","Arkansas","Fulton County",12236,12477,"36.3836192","-91.8196636","1601099815","0.000761595688190284281900","0.000776596060930874222400",241,"1.96959790781301078800"
"05051","Arkansas","Garland County",95999,99386,"34.5788523","-93.1469323","1755025617","0.005046154894729878228300","0.005224191401656513897000",3387,"3.52816175168491338500"
"05053","Arkansas","Grant County",17842,18265,"34.2855683","-92.4229794","1636384327","0.001088403850129369016400","0.001114207842316608288500",423,"2.37081044725927586600"
"05055","Arkansas","Greene County",42090,45325,"36.1206072","-90.5663459","1496205800","0.002804139154562771114700","0.003019662798302627720900",3235,"7.68591114278926110700"
"05057","Arkansas","Hempstead County",22587,21532,"33.7359530","-93.6643553","1884271055","0.001176626656685852607800","0.001121668445201212128700",-1055,"-4.67082835259219905300"
"05059","Arkansas","Hot Spring County",33011,33771,"34.3151767","-92.9441474","1593594553","0.002048299785063789404600","0.002095457030728824694200",760,"2.30226288206961315900"
"05061","Arkansas","Howard County",13781,13202,"34.0830639","-93.9909315","1524380362","0.000893792949759785443000","0.000856240804203518425300",-579,"-4.20143676075756476300"
"05063","Arkansas","Independence County",36641,37825,"35.7374992","-91.5599423","1978814985","0.001833508946904668354400","0.001892756090627141194400",1184,"3.23135285609017221100"
"05065","Arkansas","Izard County",13703,13629,"36.0948792","-91.9136252","1503735021","0.000905894326281166918100","0.000901002245704300075000",-74,"-0.54002773115376195000"
"05067","Arkansas","Jackson County",17998,16719,"35.5964674","-91.2232051","1641629489","0.001083399177814275158000","0.001006409092892369505800",-1279,"-7.10634514946105122800"
"05069","Arkansas","Jefferson County",77456,66824,"34.2772390","-91.9296730","2253424970","0.003272761829831172614500","0.002823526085992541298200",-10632,"-13.72650278868002478800"
"05071","Arkansas","Johnson County",25545,26578,"35.5733586","-93.4663223","1708980734","0.001445196961812071352900","0.001503638475280533662900",1033,"4.04384419651595224100"
"05073","Arkansas","Lafayette County",7643,6624,"33.2406294","-93.6115140","1368278171","0.000541385725306593631900","0.000469205684211811620800",-1019,"-13.33246107549391600200"
"05075","Arkansas","Lawrence County",17410,16406,"36.0410983","-91.1011529","1521913730","0.001134793467155527001600","0.001069352189669935438700",-1004,"-5.76680068925904652500"
"05077","Arkansas","Lee County",10428,8857,"34.7795048","-90.7797172","1560781755","0.000649921015026747253800","0.000552009055436507520800",-1571,"-15.06520905255082470300"
"05079","Arkansas","Lincoln County",14141,13024,"33.9576750","-91.7276258","1454383536","0.000954248917266739664000","0.000878872632662613491500",-1117,"-7.89901704264196308600"
"05081","Arkansas","Little River County",13168,12259,"33.6994970","-94.2297741","1378511385","0.000900230372630393332700","0.000838086583997265481900",-909,"-6.90309842041312272200"
"05083","Arkansas","Logan County",22361,21466,"35.2186538","-93.7209102","1834415737","0.001179486082042341702100","0.001132277100179817851500",-895,"-4.00250436027011314300"
"05085","Arkansas","Lonoke County",68382,73309,"34.7551137","-91.8941320","1997848802","0.003286648955838158501600","0.003523455709156496762300",4927,"7.20511245649439911100"
"05087","Arkansas","Madison County",15723,16576,"36.0125452","-93.7240531","2160720581","0.000725217617878977430200","0.000764561930545184117700",853,"5.42517331298098327300"
"05089","Arkansas","Marion County",16644,16694,"36.2666636","-92.6785765","1546110609","0.001003620851658797948100","0.001006635814563324498100",50,"0.30040855563566450400"
"05091","Arkansas","Miller County",43462,43257,"33.3055054","-93.9015018","1620637610","0.002631647982962044175700","0.002619235120311746926200",-205,"-0.47167640697620910200"
"05093","Arkansas","Mississippi County",46481,40651,"35.7669437","-90.0522072","2332481583","0.001951091151325829632300","0.001706370482402407443600",-5830,"-12.54275940706955530200"
"05095","Arkansas","Monroe County",8155,6701,"34.6795117","-91.2033099","1572467982","0.000506785655157539994700","0.000416428041104926487300",-1454,"-17.82955242182709993900"
"05097","Arkansas","Montgomery County",9497,8986,"34.5456557","-93.6641530","2019984639","0.000458150700636402246100","0.000433499230906466313900",-511,"-5.38064651995366958000"
"05099","Arkansas","Nevada County",9020,8252,"33.6666991","-93.3050716","1600206102","0.000561138139043615714800","0.000513360523657196993200",-768,"-8.51441241685144124200"
"05101","Arkansas","Newton County",8315,7753,"35.9107423","-93.2158984","2126132564","0.000389997905010051216900","0.000363638455507267238100",-562,"-6.75886951292844257400"
"05103","Arkansas","Ouachita County",26128,23382,"33.5911684","-92.8784131","1897898727","0.001363710504671673274500","0.001220387286444927453400",-2746,"-10.50979791794243723200"
"05105","Arkansas","Perry County",10444,10455,"34.9463629","-92.9268773","1428530422","0.000719404210097814285200","0.000720161912731965564200",11,"0.10532363079279969400"
"05107","Arkansas","Phillips County",21755,17782,"34.4236874","-90.8555931","1801669169","0.001154841553642023887300","0.000943938979860375489100",-3973,"-18.26246839806940933100"
"05109","Arkansas","Pike County",11287,10718,"34.1581907","-93.6586589","1555611456","0.000709611271619595120300","0.000673838363534935811000",-569,"-5.04119783822096216900"
"05111","Arkansas","Poinsett County",24576,23528,"35.5688702","-90.6811037","1964149129","0.001242674930986222832300","0.001189683259124505647700",-1048,"-4.26432291666666666700"
"05113","Arkansas","Polk County",20654,19964,"34.4909149","-94.2308841","2220863254","0.000924846347698463331400","0.000893949476394505759100",-690,"-3.34075723830734966600"
"05115","Arkansas","Pope County",61753,64072,"35.4565570","-93.0268181","2104407172","0.002870033274334698559400","0.002977811150116962837400",2319,"3.75528314413874629600"
"05117","Arkansas","Prairie County",8716,8062,"34.8311162","-91.5536205","1677973068","0.000498119525069344713000","0.000460743415684839040400",-654,"-7.50344194584671867800"
"05119","Arkansas","Pulaski County",382749,391911,"34.7703106","-92.3129960","1964339922","0.01830835667227193600","0.01874661036811792200",9162,"2.39373584254955597500"
"05121","Arkansas","Randolph County",17969,17958,"36.3412985","-91.0284409","1689251373","0.001057534195980889459600","0.001056886810141065886500",-11,"-0.06121653959597083900"
"05123","Arkansas","St. Francis County",28253,24994,"35.0228383","-90.7515053","1644019105","0.001697849092800102206800","0.001502001211391560349500",-3259,"-11.53505822390542597200"
"05125","Arkansas","Saline County",107135,122437,"34.6485246","-92.6744630","1874047317","0.005662474944030662148300","0.006471241375108808339500",15302,"14.28291408036589349900"
